"","X","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude","City"
"10487",1141,"39 John St Charleston, SC, 29403","Coast","Cioppino Fish House Specialty",29.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10488",1142,"39 John St Charleston, SC, 29403","Coast","Shrimp Fried Seafood",18.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10489",1143,"39 John St Charleston, SC, 29403","Coast","Tilapia Fried Seafood",16.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10490",1144,"39 John St Charleston, SC, 29403","Coast","Oysters Fried Seafood",16.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10491",1145,"39 John St Charleston, SC, 29403","Coast","Shrimp and Tilapia Fried Seafood",19.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10492",1146,"39 John St Charleston, SC, 29403","Coast","Oysters and Shrimp Fried Seafood",21.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10493",1147,"39 John St Charleston, SC, 29403","Coast","Oysters and Tilapia Fried Seafood",21.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10494",1148,"39 John St Charleston, SC, 29403","Coast","Combo All 3 Fried Seafood",24.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10495",1149,"39 John St Charleston, SC, 29403","Coast","Grilled Monterrey Chicken Coast Classics",19.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10496",1150,"39 John St Charleston, SC, 29403","Coast","Scallop Orzo Alfredo Coast Classics",29.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10497",1151,"39 John St Charleston, SC, 29403","Coast","Coast Vegetable Plate Coast Classics",17.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10498",1152,"39 John St Charleston, SC, 29403","Coast","Shrimp Fra Diavolo Coast Classics",25.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10499",1153,"39 John St Charleston, SC, 29403","Coast","Blackened Flatiron Steak Coast Classics",24.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10500",1154,"39 John St Charleston, SC, 29403","Coast","14 oz Grilled Ribeye Steak Coast Classics",31.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10501",1155,"39 John St Charleston, SC, 29403","Coast","Grilled Shrimp Coast Classics Additions",10.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10502",1156,"39 John St Charleston, SC, 29403","Coast","Grilled Scallops Coast Classics Additions",14.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10503",1157,"39 John St Charleston, SC, 29403","Coast","Carolina Crab Cake Coast Classics Additions",12.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10504",1158,"39 John St Charleston, SC, 29403","Coast","Sauteed Green Beans, Shiitakes and Carrots Sides for The Table",4.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10505",1159,"39 John St Charleston, SC, 29403","Coast","Parmesan Mashed Potatoes Sides for The Table",4.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10506",1160,"39 John St Charleston, SC, 29403","Coast","Fried Brussels Sprouts With Capers and Garlic Sides for The Table",4.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10507",1161,"39 John St Charleston, SC, 29403","Coast","Jalapeno Cheddar Cornbread Sides for The Table",4.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10508",1162,"39 John St Charleston, SC, 29403","Coast","Hushpuppies With Honey Butter Sides for The Table",4.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10509",1163,"39 John St Charleston, SC, 29403","Coast","Creamed Spinach With Shallots And Bacon Sides for The Table",4.99,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10510",1164,"39 John St Charleston, SC, 29403","Coast","Chicken Fingers Kids",8,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10511",1165,"39 John St Charleston, SC, 29403","Coast","Fried Shrimp Kids",8,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10512",1166,"39 John St Charleston, SC, 29403","Coast","Pasta Kids",5,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10513",1167,"39 John St Charleston, SC, 29403","Coast","Grilled Cheese Kids",5,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10514",1168,"39 John St Charleston, SC, 29403","Coast","Quesadilla Kids",5,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10515",1169,"39 John St Charleston, SC, 29403","Coast","Fish Sticks Kids",8,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10516",1170,"39 John St Charleston, SC, 29403","Coast","Coast Lime Pie Dessert",8,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10517",1171,"39 John St Charleston, SC, 29403","Coast","Triple Layer Chocolate Cake Dessert",8,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10518",1172,"39 John St Charleston, SC, 29403","Coast","White Chocolate Banana Bread Pudding Dessert",8,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10519",1173,"39 John St Charleston, SC, 29403","Coast","Coconut Blondie Sundae Dessert",8,"Seafood, American",32.7882886,-79.9370647,"Charleston"
"10520",1174,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Mozzarella Sticks",3.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10521",1175,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Baked Potato",3.19,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10522",1176,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Kid's Batter Dipped Fish Meal",4.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10523",1177,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Kid's Chicken Tenders Meal",4.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10524",1178,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Clam Strips",3.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10525",1179,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Side Salad",3.19,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10526",1180,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Cheesecake",2.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10527",1181,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Kid's Popcorn Shrimp Meal",4.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10528",1182,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Clam Strips & Butterfly Shrimp",4.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10529",1183,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Corn on the Cob",3.19,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10530",1184,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Funnel Cake Stix",2.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10531",1185,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Kid's Grilled Fish Tenders Meal",4.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10532",1186,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Jalapeno Poppers",3.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10533",1187,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","French Fries",2.49,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10534",1188,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","15 Pieces Butterfly Shrimp Meal",9.09,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10535",1189,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","2 Pieces Catfish Meal",9.79,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10536",1190,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","3 Pieces Batter Dipped Fish Meal",9.79,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10537",1191,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Fried Okra",3.19,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10538",1192,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Deluxe Seafood Platter",10.73,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10539",1193,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Catfish Feast",11.59,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10540",1194,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","2 Pieces Batter Dipped Fish Meal",8.49,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10541",1195,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Green Beans",2.49,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10542",1196,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Supreme Sampler",10.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10543",1197,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","2 Pieces Fish and 6 Pieces Butterfly Shrimp Meal",10.49,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10544",1198,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","4 Pieces Batter Dipped Fish Meal",10.79,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10545",1199,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Coleslaw",2.49,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10546",1200,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","4 Pieces Chicken",9.45,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10547",1201,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Gallon of Tea",4.79,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10548",1202,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Soft Drink",2.29,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10549",1203,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Broccoli",2.49,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10550",1204,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Southern-Style Fish Tenders Meal",8.09,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10551",1205,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","1 Piece Batter Dipped Fish",2.69,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10552",1206,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Kid's Soft Drink",1.49,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10553",1207,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Loaded Baked Potato",4.19,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10554",1208,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","2 Pieces Fish and 2 Pieces Chicken",9.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10555",1209,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Butterfly Shrimp",2.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10556",1210,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Bottle of Water",1.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10557",1211,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Mac and Cheese",3.19,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10558",1212,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Wild Alaskan Salmon Meal",9.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10559",1213,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","2 Pieces Chicken",3.59,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10560",1214,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Wild Alaskan Salmon Salad",9.69,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10561",1215,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Grilled White Fish & Shrimp Skewer Meal",10.79,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10562",1216,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Lemon Pepper White Fish Meal",8.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10563",1217,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Hush Puppies",2.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10564",1218,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","Fried Chicken Salad",9.69,"Seafood, American",32.8655566,-79.9887144,"Charleston"
"10565",1219,"4008 Rivers Ave Charleston, SC, 29405","Captain D's","2 Pieces Fish & 2 Pieces Chicken Meal",9.99,"Seafood, American",32.8655566,-79.9887144,"Charleston"
